id,Study_Hours,Sleep_Hours,Attendance_Percentage,Previous_Score,Internet_Usage,Social_Activity_Level,Performance_Score,Pass_Fail
40577,1.18,7.62,88.86,35.86,1.93,4,33.48,0
40578,2.33,7.32,94.52,56.72,1.79,2,52.29,1
40579,7.84,9.13,64.22,66.42,4.3,1,71.16,1
40580,1.71,10.13,91.61,47.28,2.85,3,32.03,0
40581,4.88,7.19,92.16,47.87,1.57,1,52.6,1
40582,2.0,8.25,90.2,40.92,4.82,2,46.25,1
40583,1.81,8.17,85.6,44.44,0.86,2,16.36,0
40584,1.63,6.26,81.85,65.13,0.15,2,25.8,0
40585,6.77,6.56,77.55,68.79,2.1,3,66.4,1
40586,7.5,10.1,82.66,63.46,2.59,4,61.38,1
40587,2.0,9.56,65.52,84.61,4.83,3,46.19,1
40588,3.37,6.84,93.2,56.34,1.56,3,68.38,1
40589,3.1,9.35,86.84,37.0,3.34,1,43.87,1
40590,1.73,6.45,99.08,54.12,4.62,2,39.66,0
40591,2.12,5.12,91.44,38.06,2.06,5,39.29,0
40592,2.44,10.43,90.4,50.83,4.99,5,48.64,1
40593,2.39,7.04,66.68,71.13,2.71,2,48.45,1
40594,1.99,7.86,95.38,70.96,0.61,2,53.45,1
40595,2.22,5.92,78.48,34.73,1.91,2,33.6,0
40596,6.24,6.45,79.4,99.38,2.77,3,68.51,1
40597,9.31,9.1,58.93,91.74,1.65,3,76.33,1
40598,1.6,9.05,76.44,52.0,0.67,3,30.3,0
40599,1.88,7.91,65.16,38.37,1.74,3,37.48,0
40600,8.66,6.9,79.59,83.31,5.17,1,68.31,1
40601,3.63,9.43,65.5,71.53,5.98,2,55.64,1
40602,1.29,7.71,89.21,60.38,2.9,1,46.23,1
40603,4.96,7.44,93.52,58.45,3.63,5,52.95,1
40604,4.79,5.64,89.32,47.78,0.26,2,52.58,1
40605,4.1,5.66,84.21,53.04,0.53,1,34.36,0
40606,2.87,6.29,53.69,63.92,1.1,5,54.32,1
40607,3.33,5.08,54.99,60.36,0.39,4,39.73,0
40608,13.73,6.56,91.84,98.62,8.49,4,100.0,1
40609,3.9,6.78,48.25,57.22,0.68,1,54.4,1
40610,3.84,7.4,88.42,85.88,0.78,4,69.01,1
40611,2.13,5.95,92.02,82.46,4.01,5,70.19,1
40612,8.2,9.02,95.69,65.41,2.13,5,70.36,1
40613,2.64,5.71,83.9,64.38,8.78,2,50.77,1
40614,6.25,8.33,61.61,81.23,1.52,2,70.78,1
40615,1.46,6.58,91.37,34.49,0.57,1,29.45,0
40616,1.61,4.5,71.36,54.95,0.29,2,3.94,0
40617,5.52,9.09,76.07,86.36,2.66,2,67.72,1
40618,9.33,5.42,45.98,60.06,4.85,3,64.87,1
40619,0.58,7.33,83.48,52.87,2.14,3,49.43,1
40620,1.92,3.52,99.1,50.04,0.47,5,12.91,0
40621,2.65,8.67,87.34,67.78,1.0,2,42.33,1
40622,1.63,7.71,89.92,89.47,2.1,4,48.12,1
40623,5.07,6.0,85.85,74.13,4.03,2,58.55,1
40624,6.53,4.7,81.6,65.53,3.48,4,51.01,1
40625,4.47,6.7,60.61,73.8,1.97,5,47.7,1
40626,2.71,4.77,84.82,100.0,0.69,4,48.42,1
40627,2.41,7.34,72.11,79.42,2.94,4,69.99,1
40628,10.3,5.74,94.34,100.0,0.16,4,86.3,1
40629,2.71,5.78,78.66,49.38,1.09,2,42.42,1
40630,1.94,7.99,96.28,48.3,0.58,2,51.7,1
40631,4.31,8.81,96.63,59.37,1.65,5,72.32,1
40632,7.1,5.45,96.65,63.59,0.9,3,70.03,1
40633,1.9,5.64,54.46,74.16,0.57,5,33.37,0
40634,3.06,5.54,80.02,73.21,4.93,2,60.55,1
40635,8.04,8.3,94.15,85.36,6.04,3,76.99,1
40636,4.83,5.07,85.95,100.0,3.09,3,66.2,1
40637,1.68,6.51,35.28,51.89,1.47,3,5.28,0
40638,3.19,7.78,78.74,58.7,1.37,3,46.55,1
40639,1.41,4.57,81.86,65.02,3.23,4,20.3,0
40640,2.37,5.91,83.44,73.07,2.09,2,46.97,1
40641,2.73,9.16,81.19,38.3,0.52,3,40.81,1
40642,5.11,5.68,94.57,72.51,1.68,3,53.58,1
40643,3.71,6.65,75.59,60.28,3.58,3,51.16,1
40644,11.23,8.02,67.86,100.0,5.34,5,95.22,1
40645,1.91,9.79,58.95,60.97,1.21,3,31.84,0
40646,3.19,7.55,56.34,48.56,4.22,5,40.44,1
40647,2.36,6.93,60.46,65.98,1.38,2,52.62,1
40648,2.14,4.38,65.03,79.86,0.92,1,52.32,1
40649,3.02,9.21,90.76,76.42,0.21,3,61.03,1
40650,5.45,8.42,74.93,60.67,3.01,4,59.91,1
40651,4.61,7.46,79.25,45.27,1.34,5,61.27,1
40652,2.79,4.69,31.6,46.43,4.02,1,0.0,0
40653,2.16,8.24,81.63,58.17,3.2,3,50.97,1
40654,4.29,7.3,62.87,46.96,4.47,3,42.69,1
40655,2.1,6.85,80.41,60.06,12.0,1,30.6,0
40656,7.69,9.17,85.24,86.89,4.7,5,74.25,1
40657,6.45,5.9,56.15,89.87,0.18,2,53.38,1
40658,4.65,5.88,76.17,62.52,2.36,2,58.36,1
40659,4.26,4.67,94.13,53.01,0.98,3,23.83,0
40660,3.01,7.1,78.76,71.82,3.52,3,43.63,1
40661,2.57,4.65,63.71,68.02,2.19,5,26.29,0
40662,3.78,5.11,83.51,77.03,0.64,3,57.14,1
40663,3.38,7.19,85.87,59.5,5.11,2,55.99,1
40664,3.88,7.34,81.94,74.81,4.53,4,71.28,1
40665,2.78,5.55,83.79,58.52,6.94,5,37.74,0
40666,3.31,9.07,94.44,59.71,0.27,2,60.84,1
40667,1.17,7.44,76.77,53.73,3.83,5,36.27,0
40668,1.8,8.23,71.34,60.43,1.81,1,39.12,0
40669,2.41,4.71,85.48,69.2,1.15,3,24.48,0
40670,2.1,7.74,74.7,56.38,2.88,3,44.48,1
40671,2.68,4.4,59.45,67.73,2.14,1,40.07,1
40672,5.5,5.42,94.61,73.59,5.17,1,83.62,1
40673,5.69,7.06,88.36,73.38,1.34,2,65.66,1
40674,1.17,7.35,88.81,61.35,4.51,5,31.54,0
40675,3.73,5.58,85.37,36.37,4.74,3,31.76,0
40676,3.43,8.57,34.84,53.31,2.04,3,20.91,0
40677,3.61,5.9,76.31,73.76,6.15,1,63.7,1
40678,2.57,7.44,80.29,59.55,3.71,2,52.19,1
40679,1.51,7.58,88.76,66.42,0.04,2,47.65,1
40680,3.09,7.0,48.4,16.98,1.76,3,13.78,0
40681,2.33,4.68,97.23,45.26,1.0,4,25.16,0
40682,3.98,7.92,65.23,58.08,4.52,4,64.28,1
40683,9.47,5.8,85.52,91.06,1.5,5,84.58,1
40684,1.06,5.59,77.98,65.14,1.53,1,36.96,0
40685,2.59,6.85,30.0,63.47,1.04,4,24.9,0
40686,1.4,7.26,75.3,67.5,8.04,3,32.27,0
40687,1.85,6.65,89.72,70.08,0.7,3,43.29,1
40688,8.45,5.17,69.99,63.15,5.35,4,49.73,1
40689,3.73,9.14,94.6,48.17,2.03,1,64.8,1
40690,2.82,4.97,76.98,49.32,1.22,5,27.62,0
40691,3.75,9.75,83.57,60.16,2.51,5,65.22,1
40692,6.68,9.22,69.97,65.31,0.07,3,48.78,1
40693,2.52,9.2,92.26,74.95,0.89,2,47.56,1
40694,2.18,7.34,87.44,79.6,3.81,1,67.66,1
40695,10.86,6.55,63.96,92.91,1.72,1,80.5,1
40696,2.11,6.51,86.72,57.18,1.37,4,51.75,1
40697,1.53,10.4,74.43,35.93,0.1,3,14.88,0
40698,3.86,10.97,86.04,46.26,0.17,5,49.79,1
40699,2.95,6.46,87.51,53.77,0.21,5,58.41,1
40700,1.54,6.69,70.82,56.71,0.49,4,25.6,0
40701,5.53,5.7,83.88,57.84,6.56,2,58.96,1
40702,0.52,9.47,82.2,55.97,4.84,1,32.83,0
40703,2.69,3.64,85.33,73.06,0.17,4,28.78,0
40704,2.65,3.0,94.61,92.76,0.49,3,32.63,0
40705,8.83,6.21,81.6,80.04,0.66,3,90.47,1
40706,7.22,5.2,78.86,83.0,0.75,1,72.66,1
40707,9.03,8.06,62.84,66.61,0.3,2,65.71,1
40708,3.88,8.33,75.39,50.87,0.44,5,54.42,1
40709,3.7,8.71,67.05,65.93,10.43,5,50.3,1
40710,2.3,8.52,76.92,71.62,1.89,2,56.82,1
40711,2.83,4.51,75.18,87.68,3.54,1,46.59,1
40712,2.03,6.98,85.07,51.33,1.36,4,56.31,1
40713,11.09,6.95,89.7,99.71,0.29,1,88.12,1
40714,6.88,7.63,93.75,75.41,0.35,4,69.58,1
40715,4.97,6.52,90.06,62.2,8.29,3,51.8,1
40716,16.0,6.69,80.14,100.0,9.75,4,100.0,1
40717,3.58,7.74,95.51,26.57,3.83,1,52.76,1
40718,4.63,5.01,83.3,43.63,4.11,1,46.62,1
40719,12.7,7.89,86.89,71.1,2.15,1,79.8,1
40720,3.56,6.95,63.49,63.8,0.85,1,43.33,1
40721,4.74,9.33,74.24,39.19,4.57,5,54.96,1
40722,1.55,7.86,91.57,36.82,2.28,1,43.8,1
40723,4.28,8.56,87.88,39.66,0.67,4,50.09,1
40724,4.75,9.11,85.17,60.45,1.19,3,76.1,1
40725,2.03,6.51,93.55,49.16,4.86,4,49.81,1
40726,7.17,7.57,94.1,70.05,5.65,2,77.89,1
40727,2.1,6.21,30.0,41.39,0.8,5,24.53,0
40728,9.43,7.22,56.44,94.67,4.11,1,87.24,1
40729,1.49,6.15,51.37,55.95,2.12,3,31.59,0
40730,1.11,6.61,56.47,84.36,1.82,3,43.17,1
40731,3.34,9.13,87.35,53.6,0.59,1,53.05,1
40732,5.66,4.47,55.13,71.02,6.45,3,33.84,0
40733,3.08,6.89,88.96,56.01,3.81,4,60.75,1
40734,4.59,8.42,77.76,90.79,1.62,3,78.77,1
40735,1.52,6.57,85.13,82.73,0.13,1,56.8,1
40736,3.66,3.18,95.15,69.53,2.2,4,43.25,1
40737,1.52,8.27,87.08,68.63,2.37,4,41.27,1
40738,2.6,7.75,78.31,75.34,1.44,2,54.44,1
40739,5.23,6.49,95.97,67.69,3.9,1,56.12,1
40740,5.95,6.62,93.27,46.22,5.18,5,56.83,1
40741,10.73,5.17,55.02,70.32,0.88,3,66.48,1
40742,1.39,6.67,93.74,34.96,3.34,2,28.11,0
40743,3.0,8.8,72.19,49.4,3.14,1,48.83,1
40744,7.75,6.86,88.17,78.61,3.49,2,81.21,1
40745,8.34,10.01,66.18,61.5,4.16,2,56.03,1
40746,1.58,7.6,79.01,44.91,0.84,3,41.85,1
40747,7.93,5.83,68.45,77.17,1.53,1,64.64,1
40748,6.34,6.78,90.36,81.17,0.12,4,62.54,1
40749,1.43,7.55,81.14,71.28,0.01,5,50.97,1
40750,1.66,7.49,86.35,50.07,2.26,4,47.61,1
40751,3.32,9.46,61.66,60.61,1.46,4,49.27,1
40752,2.87,6.45,60.56,58.9,0.24,3,55.52,1
40753,2.41,8.41,75.42,38.93,3.25,1,48.16,1
40754,2.18,6.84,59.15,54.84,1.19,3,37.71,0
40755,2.52,6.57,76.63,59.83,0.9,3,42.06,1
40756,2.81,7.86,86.7,50.81,8.45,3,54.21,1
40757,4.38,8.32,63.22,78.9,2.63,3,71.11,1
40758,8.55,6.8,73.48,78.48,0.5,3,75.06,1
40759,1.19,8.45,88.69,88.24,0.18,2,28.18,0
40760,5.07,7.2,66.53,80.34,0.26,5,81.8,1
40761,4.77,5.21,57.21,77.68,3.62,2,63.83,1
40762,1.68,6.77,84.35,56.27,3.21,1,31.0,0
40763,1.73,5.66,96.62,61.21,2.73,3,35.47,0
40764,2.83,6.35,89.03,66.93,1.74,1,46.86,1
40765,2.74,7.85,77.22,65.49,1.92,2,62.66,1
40766,2.83,4.47,69.32,63.0,1.64,2,35.1,0
40767,4.71,5.14,66.75,55.67,1.49,3,48.34,1
40768,3.43,6.51,92.91,57.4,0.35,1,53.72,1
40769,9.4,6.9,73.24,100.0,2.22,1,84.93,1
40770,3.65,6.17,76.84,57.66,0.68,3,55.58,1
40771,2.51,6.7,87.8,46.43,1.09,2,56.17,1
40772,2.49,7.54,48.42,32.89,0.37,4,37.86,0
40773,3.25,5.01,95.21,51.7,1.45,5,35.1,0
40774,3.95,7.05,81.46,62.26,4.48,1,67.93,1
40775,2.65,5.61,80.63,75.68,8.67,1,54.41,1
40776,1.85,6.63,81.67,83.98,0.38,5,43.1,1
40777,2.02,5.97,88.56,63.74,3.65,5,54.73,1
40778,5.09,7.52,87.74,57.6,2.63,4,70.69,1
40779,6.49,5.95,85.52,56.6,7.16,3,69.78,1
40780,4.34,6.02,43.57,67.93,4.2,3,20.03,0
40781,1.8,9.92,97.92,37.24,0.84,2,37.05,0
40782,3.61,6.84,86.29,64.53,2.42,2,72.55,1
40783,9.04,7.75,79.96,86.29,3.19,4,78.11,1
40784,4.29,6.61,82.73,71.35,1.31,2,57.64,1
40785,3.56,5.83,82.81,74.11,8.1,5,48.5,1
40786,2.0,4.54,79.2,45.44,1.84,4,34.54,0
40787,3.83,7.38,79.73,85.34,0.82,5,76.63,1
40788,0.82,8.56,93.87,61.83,0.91,5,35.71,0
40789,1.06,8.86,86.02,48.16,3.08,5,30.71,0
40790,2.7,8.93,64.85,26.66,1.67,4,24.89,0
40791,2.49,4.82,43.87,54.35,0.34,5,28.72,0
40792,15.95,7.1,96.45,66.75,0.11,4,99.03,1
40793,2.41,7.48,78.48,31.18,4.09,5,34.05,0
40794,3.1,7.62,89.76,61.07,1.53,5,52.4,1
40795,1.15,4.43,96.95,49.97,5.5,1,44.51,1
40796,1.64,6.47,58.83,67.88,2.5,5,23.08,0
40797,2.56,5.83,68.81,59.28,0.21,4,57.74,1
40798,4.41,6.56,87.35,70.46,5.3,3,67.5,1
40799,2.37,6.23,89.6,67.81,0.35,3,50.63,1
40800,4.67,8.34,65.56,61.65,2.02,5,52.64,1
40801,4.21,6.07,66.42,65.82,2.13,2,59.42,1
40802,1.89,6.3,58.92,53.11,2.2,5,36.58,0
40803,2.13,6.95,74.33,64.76,0.76,2,46.17,1
40804,2.98,7.85,66.64,42.8,6.04,4,43.05,1
40805,1.94,6.09,87.39,56.99,0.43,3,21.65,0
40806,2.82,4.43,87.55,41.94,0.32,4,35.0,0
40807,5.46,7.61,85.34,65.69,0.72,2,63.76,1
40808,2.49,7.59,72.2,65.83,2.07,2,64.2,1
40809,3.28,5.23,42.0,51.15,0.77,1,0.38,0
40810,4.79,7.79,87.92,68.2,3.74,4,64.27,1
40811,3.24,6.95,64.1,36.13,0.49,1,67.68,1
40812,4.67,7.6,59.97,80.85,1.85,1,62.91,1
40813,2.06,7.71,30.74,69.23,5.2,1,27.74,0
40814,1.72,9.07,78.17,42.97,2.4,4,30.97,0
40815,1.78,6.03,79.8,54.84,0.7,4,34.91,0
40816,5.11,7.84,92.65,58.04,1.58,3,58.93,1
40817,2.23,4.46,84.98,45.17,1.95,3,32.35,0
40818,4.94,7.17,93.32,54.43,0.64,1,44.56,1
40819,1.88,6.94,59.88,53.37,1.86,2,33.87,0
40820,3.14,6.78,83.07,72.06,0.61,2,60.32,1
40821,3.45,3.88,93.71,76.66,2.17,5,57.87,1
40822,2.42,5.28,96.67,32.18,1.09,4,68.35,1
40823,4.87,7.57,52.34,60.52,1.8,1,65.1,1
40824,3.76,5.51,95.5,61.13,0.67,3,53.37,1
40825,0.67,6.0,86.1,42.8,2.53,2,21.15,0
40826,4.45,7.82,95.99,42.73,7.4,3,62.59,1
40827,2.61,8.21,74.44,51.47,0.85,5,45.39,1
40828,6.26,6.77,63.78,74.17,2.25,5,68.91,1
40829,6.11,7.28,88.66,77.92,4.58,4,71.7,1
40830,3.81,8.09,76.47,65.7,1.07,5,62.6,1
40831,2.75,4.88,65.22,73.29,2.72,3,48.03,1
40832,6.74,7.77,74.42,54.68,3.62,4,56.94,1
40833,6.29,6.55,82.84,35.77,2.14,3,60.2,1
40834,2.79,6.25,85.61,64.15,2.87,3,73.67,1
40835,7.91,3.78,84.3,79.17,7.22,3,56.91,1
40836,2.25,9.96,67.85,65.54,8.01,1,45.43,1
40837,5.31,8.03,63.64,82.49,2.03,1,51.07,1
40838,5.15,6.72,85.96,68.86,4.03,3,64.74,1
40839,6.04,6.26,88.87,72.5,3.17,2,65.47,1
40840,2.31,6.65,63.88,61.75,0.22,2,57.0,1
40841,5.07,5.31,95.43,51.89,2.12,5,66.41,1
40842,3.13,5.43,68.31,45.35,2.14,1,43.03,1
40843,2.32,7.68,70.6,61.64,1.84,3,43.18,1
40844,6.23,7.21,70.14,70.17,0.23,4,66.44,1
40845,1.46,5.25,80.34,51.32,3.56,3,22.43,0
40846,2.44,9.65,94.04,61.08,0.88,4,31.55,0
40847,1.71,7.3,87.25,51.2,0.99,5,37.87,0
40848,5.61,6.63,80.14,55.63,2.78,3,67.82,1
40849,9.15,8.22,90.7,61.49,2.39,5,64.22,1
40850,1.0,6.65,57.2,60.67,0.24,2,45.38,1
40851,2.27,9.2,57.67,76.38,0.6,2,61.32,1
40852,12.88,6.67,34.55,93.8,0.02,2,72.46,1
40853,3.53,5.85,89.19,72.14,1.27,5,67.27,1
40854,5.96,9.65,62.41,79.0,1.4,3,64.11,1
40855,0.76,5.39,75.05,42.88,4.03,2,13.05,0
40856,1.22,9.36,78.34,61.04,0.96,2,23.13,0
40857,3.05,8.11,81.37,55.03,4.59,5,45.15,1
40858,2.98,7.77,53.56,71.38,0.42,1,47.21,1
40859,2.77,9.12,91.05,46.09,1.48,4,34.82,0
40860,7.58,4.43,76.42,58.8,6.03,1,41.98,1
40861,5.58,5.32,85.87,53.71,0.36,5,54.8,1
40862,2.12,6.58,60.22,41.92,3.6,4,33.75,0
40863,6.68,8.44,86.78,71.59,2.14,3,80.88,1
40864,5.25,6.1,80.11,62.7,0.61,5,76.73,1
40865,3.07,7.43,86.98,84.16,5.97,3,83.75,1
40866,2.43,5.6,86.81,82.53,1.1,4,63.24,1
40867,6.53,7.22,62.96,85.82,3.15,2,73.14,1
40868,2.01,7.36,63.29,49.89,1.27,1,38.39,0
40869,6.9,7.58,79.7,83.24,3.54,1,59.63,1
40870,2.74,8.94,73.57,57.67,5.18,2,45.83,1
40871,3.49,6.68,50.05,51.5,3.14,2,39.98,0
40872,5.47,5.76,88.28,79.58,3.17,2,72.45,1
40873,3.08,8.72,76.61,75.45,2.88,5,62.72,1
40874,3.99,7.54,64.13,87.81,3.98,2,63.04,1
40875,3.63,7.56,76.51,83.6,0.41,1,70.33,1
40876,2.61,6.09,90.79,57.53,0.1,4,31.99,0
40877,2.35,8.64,86.48,41.33,8.27,2,49.74,1
40878,3.26,4.52,79.16,37.63,4.7,3,25.76,0
40879,2.01,6.03,74.89,61.45,1.49,2,36.34,0
40880,2.76,5.77,91.97,55.16,3.46,5,62.26,1
40881,2.7,6.17,98.95,49.17,0.68,2,62.26,1
40882,0.88,7.38,46.81,55.54,0.39,5,18.96,0
40883,3.24,7.72,89.9,21.83,8.99,3,28.61,0
40884,1.85,4.39,97.18,54.88,4.06,3,13.87,0
40885,1.97,6.09,75.32,18.41,6.79,4,24.89,0
40886,2.88,5.72,56.28,64.62,0.97,5,51.37,1
40887,4.29,7.42,89.06,89.41,0.76,2,67.23,1
40888,2.42,8.38,53.16,66.93,3.42,1,40.49,1
40889,2.07,8.98,33.41,62.32,3.11,2,25.64,0
40890,2.21,8.47,92.67,55.68,2.68,4,37.96,0
40891,4.86,7.92,81.86,52.6,0.2,4,61.53,1
40892,2.06,9.56,74.44,28.12,0.79,4,34.63,0
40893,5.96,6.88,41.27,93.95,0.27,5,41.39,1
40894,6.83,8.54,98.22,69.22,2.62,5,76.38,1
40895,9.4,7.16,64.62,53.66,8.51,2,66.51,1
40896,6.45,4.7,84.24,35.42,1.65,3,43.32,1
40897,1.45,7.65,84.0,57.45,3.48,3,29.88,0
40898,3.56,4.77,81.73,80.83,4.21,5,39.43,0
40899,1.9,6.11,79.19,48.5,0.39,5,39.51,0
40900,4.03,7.03,36.26,66.08,3.01,2,39.47,0
40901,1.77,7.98,91.7,60.76,2.97,1,67.69,1
40902,1.74,4.91,71.82,64.73,2.57,1,12.02,0
40903,4.18,4.67,87.43,65.23,0.15,5,34.47,0
40904,1.03,6.24,73.1,27.81,8.16,2,21.76,0
40905,5.97,8.86,79.76,77.49,1.33,3,71.66,1
40906,1.15,8.38,72.11,48.36,3.81,2,38.41,0
40907,3.47,8.28,75.96,78.69,0.88,1,64.14,1
40908,1.31,6.07,52.45,62.05,1.59,3,34.69,0
40909,3.19,5.4,96.32,91.22,0.77,3,58.47,1
40910,1.83,4.03,32.26,46.56,1.25,2,3.62,0
40911,3.82,8.25,51.11,58.38,0.77,4,64.64,1
40912,2.49,6.92,82.89,47.01,4.22,2,41.66,1
40913,9.58,6.19,92.59,78.89,0.27,3,77.57,1
40914,9.25,5.62,85.64,100.0,6.29,5,95.59,1
40915,3.31,6.46,94.98,64.38,2.82,4,47.92,1
40916,2.05,5.27,67.1,61.13,0.44,3,39.85,0
40917,3.63,6.12,54.16,55.46,1.83,1,45.1,1
40918,4.8,8.29,76.8,51.46,3.4,1,53.98,1
40919,1.59,7.2,94.65,72.8,1.6,2,40.71,1
40920,1.95,4.36,60.54,48.0,0.28,1,26.83,0
40921,1.28,7.76,70.91,49.83,2.12,1,39.35,0
40922,1.03,7.94,65.89,56.38,1.9,2,26.56,0
40923,2.92,8.2,57.98,68.68,3.5,1,60.27,1
40924,1.69,7.39,85.03,33.23,6.45,2,34.84,0
40925,2.94,6.63,90.2,52.88,0.35,2,53.74,1
40926,6.01,7.1,76.77,80.72,8.92,4,78.79,1
40927,2.95,6.13,68.38,55.03,1.25,5,35.8,0
40928,3.41,5.12,53.17,76.93,5.8,4,46.33,1
40929,5.39,7.99,62.18,72.11,1.88,2,75.2,1
40930,6.7,3.95,83.36,71.01,1.16,3,62.46,1
40931,8.17,5.46,88.74,52.78,0.02,4,76.73,1
40932,4.88,5.79,71.9,67.95,2.07,4,48.09,1
40933,2.74,6.27,74.54,29.72,0.71,3,35.53,0
40934,3.12,7.98,97.23,68.65,3.04,5,44.93,1
40935,3.34,9.36,93.43,71.16,2.01,4,60.43,1
40936,3.06,7.39,58.6,64.21,0.2,4,60.48,1
40937,6.24,5.84,54.44,68.14,8.17,1,59.69,1
40938,3.9,6.55,70.24,54.54,1.56,4,55.07,1
40939,3.03,6.26,31.78,67.8,3.21,5,20.57,0
40940,3.16,6.86,94.99,74.81,2.1,5,66.71,1
40941,16.0,6.02,50.35,100.0,12.0,1,95.0,1
40942,1.32,5.46,95.31,59.45,2.33,5,35.48,0
40943,13.85,5.74,82.69,83.02,0.02,5,92.15,1
40944,5.31,8.87,94.83,69.01,0.52,3,59.68,1
40945,3.42,6.18,97.78,66.64,0.87,3,59.76,1
40946,4.74,7.28,98.21,93.12,1.36,5,84.57,1
40947,1.71,8.98,67.3,41.3,0.94,3,24.7,0
40948,2.09,7.23,75.7,69.65,0.41,3,53.38,1
40949,6.81,7.26,78.08,71.99,1.89,2,69.7,1
40950,3.45,10.26,88.46,84.21,9.58,2,68.52,1
40951,13.05,3.97,88.17,71.14,2.99,2,70.11,1
40952,2.92,5.16,42.76,48.32,2.67,4,27.22,0
40953,1.98,9.07,96.32,30.38,4.54,1,40.33,1
40954,4.66,5.87,78.74,80.39,0.14,4,45.28,1
40955,4.15,9.89,90.57,77.24,0.37,5,58.18,1
40956,2.56,11.09,81.34,57.31,1.14,1,45.24,1
40957,5.49,6.22,82.56,93.18,9.79,4,67.66,1
40958,2.32,4.01,64.73,53.47,0.6,4,27.78,0
40959,1.79,7.29,96.5,64.77,1.78,1,43.7,1
40960,2.34,9.04,71.14,54.52,3.03,1,54.14,1
40961,2.93,6.32,69.49,77.89,0.18,4,62.48,1
40962,6.67,7.64,90.96,78.78,1.43,3,77.76,1
40963,2.19,5.6,87.66,46.76,0.66,2,49.23,1
40964,3.07,5.83,74.41,21.19,0.85,1,43.46,1
40965,4.31,5.55,74.85,72.04,3.2,4,53.24,1
40966,6.92,7.01,47.33,100.0,2.39,5,51.53,1
40967,5.25,7.22,56.38,82.48,5.43,2,65.9,1
40968,1.05,5.41,99.63,35.18,1.82,1,29.68,0
40969,1.97,7.02,81.26,44.28,0.05,3,40.31,1
40970,2.57,6.78,64.54,66.61,0.05,2,51.16,1
40971,3.18,6.36,48.76,73.62,0.12,3,38.66,0
40972,2.03,3.0,91.23,31.41,2.55,1,18.84,0
40973,5.92,9.08,74.07,50.3,0.81,5,43.79,1
40974,3.82,6.9,32.1,59.5,1.9,3,40.39,1
40975,2.27,6.02,92.43,50.97,0.59,3,42.36,1
40976,6.47,7.35,79.74,80.43,3.49,5,58.63,1
40977,4.78,8.03,35.73,76.62,1.28,1,29.79,0
40978,6.04,9.38,80.57,49.49,4.09,3,54.54,1
40979,7.46,7.09,83.52,64.53,0.67,3,69.76,1
40980,1.56,5.47,93.27,63.94,4.16,3,31.57,0
40981,3.59,8.32,58.52,39.05,0.69,5,38.42,0
40982,1.53,5.83,75.84,65.13,2.47,1,40.16,1
40983,2.68,6.14,89.82,67.41,0.22,1,64.24,1
40984,5.53,7.42,87.03,57.33,2.52,1,64.66,1
40985,3.19,6.41,62.74,39.59,3.94,4,51.19,1
40986,4.07,5.95,53.96,75.78,0.15,1,55.65,1
40987,5.45,5.95,79.87,74.45,1.86,4,67.85,1
40988,3.81,5.82,67.21,60.86,1.17,1,49.03,1
40989,6.18,9.9,93.35,66.43,6.14,4,67.49,1
40990,0.99,6.3,91.82,48.45,2.07,5,27.29,0
40991,14.75,5.72,88.63,92.91,4.28,1,100.0,1
40992,0.82,6.38,87.28,30.18,4.42,5,29.0,0
40993,3.98,6.94,87.15,44.87,1.92,4,49.25,1
40994,1.55,6.11,91.79,42.06,1.31,5,45.73,1
40995,6.92,4.59,90.85,80.11,2.07,2,56.32,1
40996,3.7,7.64,85.78,72.48,1.91,5,45.41,1
40997,2.77,5.38,54.61,58.56,5.08,4,43.54,1
40998,4.08,6.78,75.13,52.11,0.42,5,56.97,1
40999,4.4,5.89,78.16,65.16,0.75,4,50.16,1
41000,0.8,7.98,91.25,37.74,0.34,1,38.22,0
41001,7.42,4.81,67.95,68.8,4.04,1,43.89,1
41002,8.64,6.1,78.35,76.58,6.2,5,80.11,1
41003,1.57,7.59,96.28,50.5,2.08,5,41.3,1
41004,4.91,8.32,90.94,49.62,0.59,2,56.89,1
41005,1.48,7.37,95.49,31.79,1.17,1,39.88,0
41006,2.31,5.01,98.83,89.85,0.47,3,73.52,1
41007,2.92,8.64,91.96,58.94,3.44,2,59.13,1
41008,5.49,6.68,79.35,27.25,3.46,1,45.56,1
41009,2.66,9.86,71.51,68.48,0.58,3,56.65,1
41010,3.83,6.86,64.88,55.79,0.69,4,41.41,1
41011,2.78,7.22,30.0,74.31,5.23,4,39.03,0
41012,3.27,7.18,84.95,70.77,0.26,1,61.47,1
41013,2.36,5.67,79.67,37.65,3.77,4,46.66,1
41014,4.22,5.28,81.76,49.41,8.22,5,50.06,1
41015,2.26,6.19,58.74,62.23,1.99,4,52.11,1
41016,8.11,8.4,81.68,63.95,1.01,2,76.06,1
41017,2.82,7.51,76.2,78.99,3.17,2,52.53,1
41018,0.71,8.08,85.41,29.42,0.01,5,21.11,0
41019,2.64,8.59,44.76,33.08,1.44,3,24.79,0
41020,4.4,5.15,71.06,82.36,7.11,1,60.06,1
41021,3.07,5.98,70.16,64.19,0.71,5,50.77,1
41022,5.59,7.6,87.13,52.22,2.17,1,68.69,1
41023,7.34,8.05,99.31,85.44,0.69,1,71.86,1
41024,1.15,10.58,56.56,36.61,0.87,4,18.09,0
41025,6.11,7.89,77.66,54.88,5.06,4,59.84,1
